1,0,0,1e-06
2,0,0,5e-07
3,0,3.33333e-07,0
4,0,0,2.5e-07
5,2e-07,2e-07,0
6,0,0,1.66667e-07
7,1.42857e-07,1.42857e-07,1.42857e-07
8,1.25e-07,1.25e-07,1.25e-07
9,1.11111e-07,1.11111e-07,1.11111e-07
10,1e-07,1e-07,0
11,0,9.09091e-08,9.09091e-08
12,8.33333e-08,8.33333e-08,0
13,7.69231e-08,7.69231e-08,7.69231e-08
14,7.14286e-08,7.14286e-08,7.14286e-08
15,6.66667e-08,6.66667e-08,6.66667e-08
16,6.25e-08,6.25e-08,6.25e-08
17,5.88235e-08,5.88235e-08,5.88235e-08
18,5.55556e-08,5.55556e-08,5.55556e-08
19,1.05263e-07,1.05263e-07,5.26316e-08
20,5e-08,1e-07,5e-08
21,9.52381e-08,9.52381e-08,4.7619e-08
22,4.54545e-08,4.54545e-08,4.54545e-08
23,8.69565e-08,8.69565e-08,4.34783e-08
24,8.33333e-08,8.33333e-08,4.16667e-08
25,4e-08,8e-08,4e-08
26,3.84615e-08,7.69231e-08,3.84615e-08
27,7.40741e-08,7.40741e-08,3.7037e-08
28,7.14286e-08,7.14286e-08,3.57143e-08
29,6.89655e-08,6.89655e-08,3.44828e-08
30,6.66667e-08,1e-07,6.66667e-08
31,6.45161e-08,6.45161e-08,6.45161e-08
32,9.375e-08,6.25e-08,3.125e-08
33,9.09091e-08,9.09091e-08,3.0303e-08
34,5.88235e-08,8.82353e-08,2.94118e-08
35,8.57143e-08,8.57143e-08,5.71429e-08
36,8.33333e-08,8.33333e-08,5.55556e-08
37,8.10811e-08,8.10811e-08,5.40541e-08
38,7.89474e-08,7.89474e-08,5.26316e-08
39,7.69231e-08,7.69231e-08,5.12821e-08
40,7.5e-08,1e-07,5e-08
41,7.31707e-08,9.7561e-08,4.87805e-08
42,9.52381e-08,7.14286e-08,4.7619e-08
43,6.97674e-08,9.30233e-08,4.65116e-08
44,9.09091e-08,9.09091e-08,4.54545e-08
45,1.11111e-07,3.33333e-07,4.44444e-08
46,8.69565e-08,8.69565e-08,4.34783e-08
47,8.51064e-08,8.51064e-08,6.38298e-08
48,8.33333e-08,8.33333e-08,4.16667e-08
49,1.02041e-07,8.16327e-08,4.08163e-08
50,8e-08,1e-07,4e-08
51,9.80392e-08,9.80392e-08,3.92157e-08
52,9.61538e-08,7.69231e-08,3.84615e-08
53,9.43396e-08,9.43396e-08,3.77358e-08
54,9.25926e-08,9.25926e-08,3.7037e-08
55,9.09091e-08,9.09091e-08,5.45455e-08
56,8.92857e-08,7.14286e-08,3.57143e-08
57,1.05263e-07,8.77193e-08,3.50877e-08
58,8.62069e-08,8.62069e-08,3.44828e-08
59,1.01695e-07,1.01695e-07,3.38983e-08
60,1e-07,1.16667e-07,5e-08
61,9.83607e-08,1.14754e-07,4.91803e-08
62,9.67742e-08,1.12903e-07,4.83871e-08
63,9.52381e-08,1.26984e-07,4.7619e-08
64,1.09375e-07,1.09375e-07,3.125e-08
65,1.07692e-07,1.23077e-07,4.61538e-08
66,1.06061e-07,1.21212e-07,4.54545e-08
67,1.04478e-07,1.19403e-07,4.47761e-08
68,1.17647e-07,1.32353e-07,4.41176e-08
69,1.30435e-07,1.15942e-07,5.7971e-08
70,1.28571e-07,8.57143e-08,4.28571e-08
71,1.12676e-07,9.85915e-08,4.22535e-08
72,1.25e-07,8.33333e-08,5.55556e-08
73,1.50685e-07,9.58904e-08,4.10959e-08
74,1.21622e-07,9.45946e-08,4.05405e-08
75,1.2e-07,1.06667e-07,4e-08
76,1.18421e-07,9.21053e-08,3.94737e-08
77,1.16883e-07,9.09091e-08,3.8961e-08
78,1.15385e-07,8.97436e-08,3.84615e-08
79,1.26582e-07,8.86076e-08,3.79747e-08
80,1.25e-07,8.75e-08,3.75e-08
81,1.11111e-07,1.11111e-07,3.7037e-08
82,1.46341e-07,9.7561e-08,6.09756e-08
83,1.3253e-07,9.63855e-08,4.81928e-08
84,1.30952e-07,8.33333e-08,3.57143e-08
85,1.29412e-07,9.41176e-08,4.70588e-08
86,1.27907e-07,9.30233e-08,5.81395e-08
87,1.49425e-07,9.1954e-08,5.74713e-08
88,1.36364e-07,9.09091e-08,4.54545e-08
89,1.46067e-07,1.01124e-07,3.37079e-08
90,1.55556e-07,1e-07,3.33333e-08
91,1.53846e-07,9.89011e-08,3.2967e-08
92,1.30435e-07,8.69565e-08,5.43478e-08
93,1.50538e-07,9.67742e-08,1.82796e-07
94,1.48936e-07,9.57447e-08,4.25532e-08
95,1.57895e-07,1.05263e-07,3.15789e-08
96,1.45833e-07,2.08333e-07,4.16667e-08
97,1.34021e-07,9.27835e-08,4.12371e-08
98,1.42857e-07,1.02041e-07,4.08163e-08
99,1.51515e-07,1.0101e-07,4.0404e-08
100,1.5e-07,9e-08,3e-08
101,1.48515e-07,8.91089e-08,2.9703e-08
102,1.47059e-07,9.80392e-08,3.92157e-08
103,1.45631e-07,1.06796e-07,2.91262e-08
104,1.53846e-07,9.61538e-08,3.84615e-08
105,1.61905e-07,1.04762e-07,3.80952e-08
106,1.60377e-07,9.43396e-08,3.77358e-08
107,1.58879e-07,9.34579e-08,3.73832e-08
108,1.57407e-07,9.25926e-08,3.7037e-08
109,1.55963e-07,1.00917e-07,2.75229e-08
110,1.54545e-07,1e-07,3.63636e-08
111,1.53153e-07,1.08108e-07,2.7027e-08
112,1.69643e-07,9.82143e-08,3.57143e-08
113,1.59292e-07,9.73451e-08,3.53982e-08
114,1.75439e-07,1.05263e-07,3.50877e-08
115,1.73913e-07,1.04348e-07,3.47826e-08
116,1.72414e-07,1.03448e-07,3.44828e-08
117,1.7094e-07,1.02564e-07,4.2735e-08
118,1.52542e-07,1.01695e-07,3.38983e-08
119,1.76471e-07,1.09244e-07,3.36134e-08
120,1.75e-07,1.16667e-07,3.33333e-08
121,2.56198e-07,1.23967e-07,4.95868e-08
122,1.88525e-07,1.39344e-07,4.09836e-08
123,1.78862e-07,1.30081e-07,3.25203e-08
124,1.85484e-07,1.37097e-07,3.22581e-08
125,1.92e-07,1.12e-07,4e-08
126,1.74603e-07,1.11111e-07,3.1746e-08
127,1.81102e-07,1.1811e-07,4.72441e-08
128,1.875e-07,1.01562e-07,3.90625e-08
129,1.93798e-07,1.08527e-07,3.10078e-08
130,1.92308e-07,1e-07,3.84615e-08
131,1.98473e-07,9.92366e-08,3.81679e-08
132,2.04545e-07,9.84848e-08,3.78788e-08
133,2.10526e-07,1.05263e-07,3.7594e-08
134,2.01493e-07,1.1194e-07,3.73134e-08
135,1.85185e-07,9.62963e-08,3.7037e-08
136,1.98529e-07,9.55882e-08,4.41176e-08
137,1.89781e-07,9.48905e-08,4.37956e-08
138,1.95652e-07,1.01449e-07,3.62319e-08
139,2.01439e-07,1.00719e-07,4.31655e-08
140,2.07143e-07,1e-07,4.28571e-08
141,2.05674e-07,9.92908e-08,4.25532e-08
142,2.04225e-07,9.85915e-08,4.22535e-08
143,2.65734e-07,9.79021e-08,3.4965e-08
144,2.01389e-07,9.72222e-08,4.16667e-08
145,2.13793e-07,1.03448e-07,3.44828e-08
146,2.12329e-07,1.0274e-07,3.42466e-08
147,2.04082e-07,1.02041e-07,4.08163e-08
148,1.95946e-07,1.14865e-07,4.05405e-08
149,2.14765e-07,1.14094e-07,4.02685e-08
150,2.13333e-07,1.13333e-07,4e-08
151,2.11921e-07,1.0596e-07,3.97351e-08
152,2.10526e-07,1.05263e-07,3.28947e-08
153,2.28758e-07,1.11111e-07,3.92157e-08
154,2.72727e-07,9.74026e-08,3.8961e-08
155,2.25806e-07,1.03226e-07,3.87097e-08
156,2.30769e-07,1.02564e-07,3.84615e-08
157,2.16561e-07,1.01911e-07,3.82166e-08
158,2.34177e-07,1.01266e-07,4.43038e-08
159,2.38994e-07,1.00629e-07,4.40252e-08
160,2.1875e-07,1.0625e-07,3.75e-08
161,2.6087e-07,9.93789e-08,4.34783e-08
162,2.09877e-07,1.04938e-07,3.7037e-08
163,2.20859e-07,9.81595e-08,3.68098e-08
164,2.37805e-07,1.03659e-07,3.65854e-08
165,2.30303e-07,9.69697e-08,4.24242e-08
166,2.10843e-07,9.63855e-08,3.61446e-08
167,2.39521e-07,1.01796e-07,3.59281e-08
168,2.38095e-07,1.0119e-07,4.16667e-08
169,2.36686e-07,1.06509e-07,3.5503e-08
170,2.35294e-07,1.76471e-07,4.11765e-08
171,2.39766e-07,1.52047e-07,4.09357e-08
172,2.5e-07,1.45349e-07,4.06977e-08
173,2.36994e-07,1.38728e-07,4.04624e-08
174,2.58621e-07,1.03448e-07,4.02299e-08
175,2.68571e-07,1.02857e-07,4e-08
176,2.5e-07,1.42045e-07,3.97727e-08
177,2.54237e-07,1.01695e-07,4.51977e-08
178,2.41573e-07,1.40449e-07,5.05618e-08
179,2.6257e-07,1.00559e-07,4.46927e-08
180,2.55556e-07,1e-07,3.88889e-08
181,2.70718e-07,1.04972e-07,3.8674e-08
182,2.69231e-07,1.04396e-07,4.3956e-08
183,2.45902e-07,1.03825e-07,3.82514e-08
184,2.55435e-07,1.03261e-07,3.80435e-08
185,2.48649e-07,1.02703e-07,4.32432e-08
186,2.90323e-07,1.77419e-07,4.83871e-08
187,2.72727e-07,1.06952e-07,4.81283e-08
188,2.76596e-07,1.17021e-07,4.25532e-08
189,3.01587e-07,1.0582e-07,4.2328e-08
190,2.73684e-07,1.05263e-07,4.73684e-08
191,2.82723e-07,1.04712e-07,4.18848e-08
192,2.60417e-07,1.09375e-07,4.16667e-08
193,2.84974e-07,1.08808e-07,4.66321e-08
